1.1244,0.7528,0.36285,0
0.91989,0.8393,0.38187,0
1.2287,0.5734,0.64489,0
0.64579,0.31379,0.30578,0
0.81428,0.70235,0.22682,0
1.1002,0.5345,0.48742,0
1.2028,0.7262,0.57358,0
0.68863,0.79123,0.30592,0
0.86209,0.5454,0.33545,0
1.5379,1.2053,0.74264,0
0.71513,0.7168,0.28473,0
0.70554,0.46373,0.35737,0
0.81995,0.95324,0.24792,0
1.3414,1.2646,0.53481,0
0.66916,1.9895,0.24197,0
0.54913,0.51641,0.30869,0
0.92075,0.6803,0.34851,0
0.7236,0.7186,0.32344,0
0.669,0.39148,0.38628,0
